ID,Time,Denv,BI,CI,HI,Tave,Tmax,Tmin,Humid,Prec,Pop,Pop_Den
5,119,0,0,0,0,22.97,28.48571429,18.81428571,78.86,0.17,527332.9822,277.299982
5,120,0,0.21,0.526490741,0.082564815,24.44,29.42857143,20.62857143,76.57,1.5,527264.4867,277.2499865
5,121,0,0.04,0.586958333,0.044685096,24.9,29.55714286,21.65714286,80.29,0.42,527196,277.2
5,122,0,0,0,0,24.11,28.77142857,21.1,80.29,0.44,527130.988,277.1749966
5,123,0,0.02,0.170059524,0.020340659,22.9,26.41428571,20.32857143,86.29,14.57,527065.984,277.1499955
5,124,0,0.03,0.10287037,0.025633333,27.74,32.74285714,24.14285714,77.14,7.41,527000.988,277.1249966
5,125,0,0.07,0.618634921,0.069414352,26.63,30.91428571,23.77142857,82.71,11.66,526936,277.1
5,126,0,0.37,2.26228,0.37492,28.5,32.81428571,24.8,78,0.83,526871.02,277.0750056
5,127,0,0,0,0,27.8,32.55714286,24.64285714,80.14,40.49,526885.7428,277.0749966
5,128,0,0,0,0,27.43,31.98571429,24.75714286,82.43,7.83,526835.4904,277.0499955
5,129,0,0.08,0.462958333,0.083333333,29.4,33.18571429,26.3,74.71,3.5,526785.2428,277.0249966
5,130,1,0.11,0.372727273,0.107212121,29.7,34.1,26.28571429,73.14,4,526735,277
5,131,0,0,0,0,30.17,35,26.51428571,73.57,0.57,526668.4874,276.9499865
5,132,0,0,0,0,30.91,35.57142857,27.21428571,69.86,0.1,526601.9832,276.8999819
5,133,0,0.09,0.257194444,0.094388889,30.43,35.81428571,26.41428571,70.57,2.86,526535.4874,276.8499865
5,134,0,0.07,0.264537037,0.071222222,29.03,33.18571429,26.21428571,77.86,25,526469,276.8
5,135,0,0,0,0,30.2,34.34285714,27.02857143,74.29,0.93,526358.7154,276.7499864
5,136,0,0,0,0,29.4,33.61428571,27.01428571,80,5.63,526248.4538,276.6999819
5,137,0,0,0,0,28.41,32.17142857,25.81428571,84.14,20.39,526138.2154,276.6499864
5,138,0,0.32,2.572190476,0.263748299,28.76,33.24285714,24.85714286,77.86,7.71,526028,276.6
5,139,0,0.2,1.481472222,0.202611111,28.64,34.01428571,24.75714286,81,3.33,525917.8077,276.5500226
5,140,0,0,0,0,29.13,34.01428571,25.34285714,78.29,0.04,525964.7386,276.5749966
5,141,0,0,0,0,28.94,33.54285714,25.52857143,79.43,14.02,525901.4848,276.5499955
5,142,0,0.06,0.226746032,0.031111111,29.53,33.98571429,26.24285714,80.57,3.15,525838.2386,276.5249966
5,143,0,0.05,0.284897436,0.023333333,27.89,31.92857143,24.71428571,80,2.75,525775,276.5
5,144,1,0,0,0,27.47,32.2,24.24285714,74.86,0,525725.9931,276.4749966
5,145,0,0.07,0.90905,0.06665,24.86,30.5,20.71428571,73,0,525676.9909,276.4499955
5,146,0,0.2,0.882709416,0.140886724,23.31,29.6,18.45714286,72.86,0,525627.9931,276.4249966
5,147,1,0.43,3.068482906,0.253784188,24.84,31.11428571,20.22857143,75.14,0,525579,276.4
5,148,0,0.37,3.985572789,0.263944778,25.13,30.64285714,21.1,77,0,525379.8869,276.2999457
5,149,0,0,0,0,22.87,28.72857143,18.78571429,72.43,0,525180.8492,276.1999276
5,150,1,0,0,0,21.99,27.07142857,18.57142857,77.57,0.4,524981.8869,276.0999457
5,151,1,0,0,0,21.43,27.65714286,16.98571429,77.43,0.07,524783,276
5,152,1,0.04,0.148791667,0.0400625,23.43,30.28571429,18.44285714,81.71,0,524584.1884,275.9000905
5,153,0,0.8,2.80768,0.312190476,18.64,23.04285714,15.12857143,81.86,3.14,524656.2041,275.9249694
5,154,0,0.14,0.783152778,0.139680556,18.16,23.5,14.14285714,77.14,0.03,524529.4387,275.8499592
5,155,0,0,0,0,16.27,21.3,11.87142857,71.14,0.1,524402.7041,275.7749694
5,156,0,0,0,0,16.77,22.12857143,12.84285714,77,0.23,524276,275.7
5,157,0,0,0,0,15,21.58571429,10.05714286,74.29,0.86,524165.7152,275.6499864
5,158,0,0.08,4.166666667,0.080125,17.17,23.8,11.84285714,72.43,0,524055.4536,275.5999819
5,159,0,0.05,0.892857143,0.052885714,17.06,23.07142857,12.64285714,76.29,0.79,523945.2152,275.5499864
5,160,0,0,0,0,16.23,22.4,11.48571429,74.29,0.02,523835,275.5
5,161,0,0,0,0,17.77,22.5,15.22857143,80.14,0.08,523724.808,275.4500227
5,162,1,0,0,0,15.94,21.05714286,12.97142857,78.14,0,523666.6689,275.3999455
5,163,0,0,0,0,15.71,21.88571429,11.1,69.29,0,523498.3919,275.2999274
5,164,0,0,0,0,19.66,25.44285714,15.81428571,78.57,4.29,523330.1689,275.1999455
5,165,0,0,0,0,21.11,26.32857143,18.24285714,83,0.02,523162,275.1
5,166,0,0,0,0,19.6,24.88571429,15.92857143,76.86,0,523018.1907,275.0249693
5,167,0,0,0,0,18.31,22.72857143,15.28571429,81.43,0.26,522874.421,274.9499591
5,168,0,0.03,0.2,0.027471429,24.06,29.61428571,20.22857143,80.29,0.07,522730.6907,274.8749693
5,169,0,0,0,0,20.1,24.82857143,16.82857143,80.57,0.83,522587,274.8
5,170,0,0.18,1.47124,0.18444,25.54,32.01428571,19.74285714,75.14,0,522456.4511,274.7249693
5,171,0,0,0,0,22.07,27.24285714,18.54285714,80.14,9.64,522325.9348,274.649959
5,172,0,0.07,0.1923,0.07406,22.53,28.5,16.42857143,69.43,0.33,522195.4511,274.5749693
5,173,0,0,0,0,24.84,29.48571429,21.84285714,77.71,5.47,522065,274.5
5,174,0,0.18,2.142833333,0.119633333,26.17,31.31428571,22.21428571,77.86,0,521946.4596,274.4499863
5,175,0,0,0,0,27.24,31.7,23.82857143,78.29,0.03,521827.9462,274.3999818
5,176,0,0.03,0.249541176,0.034463158,27.61,32.57142857,23.5,78.29,1.95,521709.4596,274.3499863
5,177,0,0.07,0.082288889,0.035611111,27.04,31.01428571,23.21428571,79.57,11.17,521591,274.3
5,178,0,0.1,0.427333333,0.102861111,27.44,30.3,25.34285714,85.57,36.83,521472.5673,274.2500228
5,179,0,0,0,0,28.3,32.3,24.18571429,80,10.54,521489.7205,274.2499863
5,180,0,0,0,0,29.89,34.34285714,25.01428571,72.43,0,521388.4607,274.1999818
5,181,0,0.03,0.178571429,0.027471429,30.6,35.57142857,25.48571429,69.86,0,521287.2205,274.1499863
5,182,0,0.23,4.0475,0.230866667,30.59,35.85714286,26.8,71.71,4.08,521186,274.1
5,183,0,0.57,0.9821,0.5732,31.04,35.37142857,27.57142857,68.57,0.72,521116.9863,274.0499863
5,184,0,0,0,0,28.66,32.5,26.24285714,83.86,10.75,521047.9817,273.9999818
5,185,2,0.23,1.939509091,0.165476577,29.51,33.9,26.15714286,75.86,4.48,520978.9863,273.9499863
5,186,0,0.11,0.2975625,0.1115625,28.99,32.82857143,25.35714286,69.14,12.64,520910,273.9
5,187,1,0.26,1.170259259,0.193522222,28.57,33.35714286,24.8,75.86,10.92,520849.9896,273.8749966
5,188,0,0,0,0,28.81,33.45714286,25.32857143,75.29,26.53,520789.9862,273.8499954
5,189,0,0,0,0,28.66,33.05714286,25.4,76.57,9.95,520729.9896,273.8249966
5,190,0,0.21,0.567888889,0.104890909,28.34,32.67142857,25.62857143,83.14,18.48,520670,273.8
5,191,3,0.74,3.955693086,0.56169323,27.24,30.85714286,25.3,84,16.41,520610.0173,273.7750057
5,192,2,0.09,0.361944444,0.061430556,26.96,30.85714286,24.1,84,14.54,520608.4891,273.7749966
5,193,1,0.25,1.135420619,0.164588889,27.33,31.62857143,23.91428571,81.71,7.74,520546.9855,273.7499954
5,194,4,0.28,1.251476115,0.253367358,27.54,32.68571429,23.65714286,81.86,0,520485.4891,273.7249966
5,195,4,0.53,2.22135,0.46636,27.91,32.61428571,24.27142857,81.71,0,520424,273.7
5,196,3,0,0,0,27.03,31.05714286,23.91428571,88.29,38.06,520347.7332,273.6499863
5,197,1,0.16,0.467357809,0.155541958,27.16,31.6,23.88571429,84.43,1.41,520271.4776,273.5999817
5,198,1,0.34,3.387630588,0.29495,23.91,29.07142857,20.02857143,80.14,0,520195.2332,273.5499863
5,199,2,0.08,0.297619048,0.049873016,25.59,29.62857143,22.94285714,89.14,1.52,520119,273.5
5,200,3,0.04,0.352730159,0.019833333,25.57,30.51428571,22.18571429,84.29,0,520042.7779,273.4500228
5,201,2,0,0,0,24.7,29.81428571,21.22857143,84.14,0,520048.9859,273.4749966
5,202,0,0.16,0.641,0.16025,25.03,30.54285714,21.14285714,82.71,0,519978.9812,273.4499954
5,203,3,0.08,0.4545,0.41012,25.41,30.95714286,21.25714286,82.43,0.06,519908.9859,273.4249966
5,204,1,0.03,0.33332,0.055533333,21.51,27.58571429,16.65714286,72,0,519839,273.4
5,205,0,0,0,0,21.74,28.02857143,16.9,75.43,0.01,519749.727,273.3499863
5,206,3,0,0,0,20.69,25.87142857,17.21428571,77.71,4.43,519660.4693,273.2999817
5,207,1,0.11,1,0.05404,17.83,23.21428571,13.78571429,72,0,519571.227,273.2499863
5,208,0,0.06,0.166666667,0.0641,20.71,25.68571429,16.84285714,81,0.08,519482,273.2
5,209,0,0,0,0,18.23,24.2,14.35714286,76.43,0.33,519372.7155,273.1249691
5,210,0,0,0,0,19.69,23.67142857,17.45714286,85.29,9.26,519263.454,273.0499588
5,211,0,0,0,0,17.13,20.82857143,14.44285714,83.57,1.37,519154.2155,272.9749691
5,212,0,0.03,0.222222222,0.033666667,16.53,20.84285714,14.14285714,81,2.7,519045,272.9
5,213,0,0.07,0.414292308,0.081906667,13.86,18.02857143,11.17142857,80.14,6.89,518935.8075,272.8250515
5,214,0,0,0,0,15.14,18.44285714,12.74285714,79.71,0.63,518910.4477,272.8499863
5,215,0,0.02,0.0641,0.016025,17.4,24.2,11.77142857,69.71,0.79,518775.9303,272.7999817
5,216,0,0.03,0.1282,0.03205,16.13,20.45714286,13.27142857,77.43,0.33,518641.4477,272.7499863
5,217,0,0.04,0.138888889,0.03846,17.14,21.51428571,14.6,76.71,0.17,518507,272.7
5,218,0,0.05,0.308638889,0.053416667,18.94,25.1,13.58571429,74,0,518386.7081,272.624969
5,219,0,0.04,0.25,0.035822222,18.91,22.98571429,15.71428571,89.14,7.57,518266.4442,272.5499587
5,220,0,0.05,0.277777778,0.053416667,19.54,23.42857143,16.65714286,92.71,6.57,518146.2082,272.474969
5,221,0,0.55,1.675645843,0.545533838,17.01,20.31428571,14.64285714,91.86,4.39,518026,272.4
5,222,0,0.22,0.358777778,0.217944444,20.31,26.54285714,15.11428571,78.29,0,517943.9805,272.3499862
5,223,0,0.09,0.396809524,0.091571429,25.89,31.4,21.27142857,82.57,0,517861.974,272.2999816
5,224,0,0.14,1.177030769,0.139784615,24.49,28.95714286,21.68571429,87,24,517779.9805,272.2499862
5,225,0,0.21,1.194034992,2.946152212,25.87,31.27142857,21.22857143,82.86,2.43,517698,272.2
5,226,0,0.66,2.588986853,0.656065734,25.81,30.28571429,22.3,80.86,1.7,517616.0325,272.1500229
5,227,0,0.05,0.2525,0.045785714,27.4,32.15714286,23.07142857,80.71,0.86,517608.2267,272.1499862
5,228,0,0.07,0.655861111,0.071236111,28.06,33.2,24.31428571,79.14,1.97,517518.4689,272.0999816
5,229,0,0.11,0.859491579,0.1125,26.01,30.61428571,22.14285714,81.71,0.79,517428.7267,272.0499862
5,230,0,0.37,1.629476364,0.394725455,28.87,33.67142857,25.15714286,79.43,1.46,517339,272
5,231,0,0.27,1.021952381,0.272642857,30.5,34.6,27.68571429,74.71,0.03,517310.2476,272
5,232,0,0.14,2.576876923,0.144625,27.8,31.92857143,24.75714286,82.29,14.66,517281.4968,272
5,233,0,0.03,0.083333333,0.02975,28.8,33.18571429,25.77142857,79.71,12.33,517252.7476,272
5,234,0,0.43,1.838240741,0.434797288,29.14,34.95714286,24.71428571,80,6.73,517224,272
5,235,0,0.46,3.723629121,0.428464835,29.73,36,25.37142857,79.86,10.43,517146.7327,271.9499862
5,236,1,0.19,0.973721667,0.190044444,28.79,33.88571429,25.41428571,81.29,14.03,517069.4769,271.8999816
5,237,0,0.3,0.637822727,0.299174163,29.16,33.58571429,26,77.57,8.29,516992.2327,271.8499862
5,238,0,0.49,2.947402941,0.469512155,29.59,34.55714286,25.54285714,75.14,0.36,516915,271.8
5,239,0,0.93,5.975206342,0.934641667,30.17,35.64285714,25.8,74.29,3.14,516837.7788,271.750023
5,240,0,1.19,3.726454843,1.188768417,29.5,34.47142857,25.84285714,80.86,3.21,516818.9732,271.7499862
5,241,0,0.81,10.81118654,0.538045625,28.91,33.78571429,25.92857143,82.86,9.77,516722.9643,271.6999816
5,242,0,0.66,2.010788916,0.655255026,28.46,34.02857143,25.11428571,82.43,6.24,516626.9732,271.6499862
5,243,0,0.64,14.56173131,0.42661342,29.81,34.9,26.58571429,80.57,5.8,516531,271.6
5,244,0,0.46,3.051116071,0.457507937,28.31,32.78571429,25.3,78.14,12.86,516452.7322,271.5749965
5,245,0,0.11,0.305440079,0.106314657,27.21,31.82857143,24.48571429,86,25.47,516374.4763,271.5499954
5,246,0,0.37,4.694838095,0.120089565,28,32.52857143,24.97142857,83.29,8.57,516296.2322,271.5249965
5,247,0,0.21,1.058630794,0.21022478,27.66,32.97142857,24.07142857,79,0.36,516218,271.5
5,248,0,0.14,0.990793333,0.143306667,27.41,31.5,24.64285714,82.29,47.34,516122.2233,271.4499862
5,249,0,0.33,1.510677778,0.326677273,27.57,31.42857143,25,81.57,3,516026.4645,271.3999816
5,250,0,0.23,2.296179038,0.208112393,26.07,30.52857143,22.87142857,81.86,0.38,515930.7234,271.3499862
5,251,0,0.1,0.85303602,0.098820915,28.56,33.25714286,24.91428571,77.57,0.08,515835,271.3
5,252,0,0.15,2.297747619,0.115407407,27.8,32.61428571,24.31428571,79.57,0,515739.2944,271.250023
5,253,0,0,0,0,23.96,29.82857143,20.35714286,73.43,0,515706.2018,271.2249689
5,254,0,0.02,0.1388875,0.0240375,23.69,29.04285714,19.95714286,75.43,0,515577.4357,271.1499585
5,255,0,0,0,0,24.73,31.07142857,20.55714286,79.57,0.03,515448.7018,271.0749689
5,256,0,0.08,0.555533333,0.053914286,23.24,27.38571429,20.32857143,81.43,3.83,515320,271
5,257,0,0.03,0.069425,0.033775,21.23,25.67142857,18.24285714,79.86,3.58,515242.9827,270.9499862
5,258,0,0.03,0.07575,0.026121212,21.8,27.84285714,18.1,76.43,0,515165.977,270.8999815
5,259,0,0,0,0,19.63,25.52857143,15.54285714,70.14,0,515088.9827,270.8499862
5,260,0,0,0,0,21.27,27.87142857,16.88571429,74,0,515012,270.8
5,261,0,0,0,0,18.29,22.61428571,14.57142857,76.86,1.43,514935.0288,270.7500231
5,262,0,0,0,0,20.74,26.45714286,16.54285714,81,0,514938.2342,270.7749965
5,263,0,0.23,0.819,0.22636,19.4,24.98571429,15.64285714,75.57,0.22,514864.4789,270.7499954
5,264,1,0.17,0.79359375,0.173604167,18.14,23.91428571,15,73.29,0,514790.7342,270.7249965
5,265,0,0,0,0,17.34,24.15714286,13.3,68.43,0,514717,270.7
5,266,0,0,0,0,19.16,24.97142857,15.72857143,72.86,0,514571.1881,270.6249688
5,267,0,0,0,0,16.7,21.21428571,13.72857143,67.86,0,514425.4174,270.5499584
5,268,0,0.08,0.44444,0.07692,17.81,24.64285714,12.57142857,69.14,0,514279.6881,270.4749688
5,269,0,0,0,0,19.59,24.58571429,16,78,0.17,514134,270.4
5,270,0,0,0,0,18.07,23.71428571,13.67142857,72.29,0.03,514043.4761,270.3499861
5,271,0,0.02,0.098035294,0.022623529,19.47,23.91428571,16.04285714,81.86,1.61,513952.9681,270.2999815
5,272,0,0.2,0.809060058,0.203768099,21.13,26.41428571,17.84285714,77.14,0.02,513862.4761,270.2499861
5,273,0,0.04,0.11764,0.03846,22.79,29.32857143,18.51428571,76.71,0,513772,270.2
5,274,0,0,0,0,20.39,26.32857143,15.2,72.71,1.71,513677.2238,270.1499861
5,275,0,0,0,0,22.66,29.3,16.6,67,0,513582.465,270.0999815
5,276,0,0.05,0.408142857,0.054942857,24.63,29.38571429,20.81428571,78.14,7,513487.7238,270.0499861
5,277,0,0,0,0,26.44,30.94285714,22.48571429,78.71,5.23,513393,270
5,278,0,0.1,0.131575,0.1,22.91,27.88571429,19.17142857,76.71,2.19,513298.2937,269.9500231
5,279,0,0.04,0.308638889,0.036980769,26.34,32.54285714,21.18571429,72.29,0,513315.2323,269.9499861
5,280,0,0.06,0.370366667,0.0641,28.09,33.75714286,23.92857143,73.71,0,513237.4764,269.8999815
5,281,0,0,0,0,25.74,30.44285714,22.47142857,79.71,4.47,513159.7323,269.8499861
5,282,0,0,0,0,27.26,31.74285714,23.6,78.86,2.71,513082,269.8
5,283,0,0,0,0,27.46,31.04285714,24.48571429,84.43,24.58,513009.4846,269.7749965
5,284,0,0.05,0.065352941,0.047058824,28.9,34.08571429,25.22857143,80.71,10.29,512936.9795,269.7499954
5,285,0,0.06,0.46875,0,28.5,32.3,25.05714286,77.86,42.29,512864.4846,269.7249965
5,286,0,0.08,0.407142857,0.076309524,29.24,33.42857143,25.77142857,73.57,8.92,512792,269.7
5,287,1,0,0,0.067327273,29.87,35.2,26.07142857,72.57,5.21,512730.9891,269.6499861
5,288,0,0,0,0,28.26,34.41428571,24.37142857,80.86,34,512669.9855,269.5999815
5,289,2,0,0,0,28.96,34.94285714,25.07142857,80,6.6,512608.9891,269.5499861
5,290,0,0.08,0.44444,0.130805714,29.01,34.71428571,25.48571429,79.43,9.34,512548,269.5
5,291,0,0,0,0,29.5,34.31428571,26.24285714,78.57,7.12,512487.0181,269.4500232
5,292,0,0,0,0,28.49,32.8,25.51428571,81.71,44.64,512426.9571,269.4499861
5,293,0,0,0,0,30.64,34.27142857,27.57142857,73,2.14,512305.9428,269.3999814
5,294,0,0.03,0.3846,0.027,30.33,34.71428571,26.21428571,72.43,0,512184.9571,269.3499861
5,295,0,0.04,0.202,0.042733333,29.53,34.97142857,26.14285714,79,12.43,512064,269.3
5,296,0,0,0,0,29,33.48571429,25.85714286,80,18.37,511997.2369,269.2499861
5,297,0,0,0,0,29.5,34.31428571,26.35714286,77.57,0.38,511930.4826,269.1999814
5,298,0,0.05,0.317457143,0.048075,29.36,34.92857143,25.11428571,74.57,0,511863.7369,269.1499861
5,299,0,0.05,0.1242,0.050114286,29.7,35.48571429,25.4,71,0.03,511797,269.1
5,300,0,0.03,0.017488889,0.0256,29.77,35.71428571,25.9,77.29,6.89,511730.2718,269.0500232
5,301,0,0,0,0,29.64,35.1,25.55714286,76.14,0.69,511727.7359,269.0749965
5,302,1,0.04,0.416666667,0.037692308,28.5,32.88571429,25.11428571,76.57,5.53,511658.4813,269.0499954
5,303,0,0.07,0.263874725,0.0721125,25.87,29.57142857,23.58571429,78.43,5.86,511589.2359,269.0249965
5,304,0,0.1,0.833333333,0.099194444,22.67,28.54285714,18.1,67.86,0,511520,269
5,305,0,0,0,0,22.83,29.25714286,18.28571429,72,0,511435.4791,268.9499861
5,306,0,0,0,0,24.29,28.81428571,20.92857143,80,0.93,511350.9721,268.8999814
5,307,0,0,0,0,24.23,29.42857143,21.12857143,81,0.36,511266.4791,268.8499861
5,308,0,0.17,4.386894505,0.170252464,21.29,26.42857143,18.34285714,73.14,0,511182,268.8
5,309,0,0.15,2.273468718,0.146804762,22.69,28,19.71428571,80.43,0.3,511087.9741,268.749986
5,310,0,0,0,0,18.2,22.91428571,14.61428571,79.71,0.53,510993.9654,268.6999814
5,311,0,0.08,2.5,0.076033333,18.77,24.37142857,14.22857143,81.86,0,510899.9741,268.649986
5,312,0,0,0,0,17.11,22.35714286,13.28571429,73.57,0,510806,268.6
5,313,0,0,0,0,19.47,25.62857143,15.04285714,77.14,0,510712.0432,268.5500233
5,314,0,0.22,1.25,0.14705,18.34,23.54285714,14.41428571,85.29,3.71,510728.9826,268.549986
5,315,0,0.06,0.1515,0.0606,14.33,20.22857143,10.81428571,78.71,6.36,510651.9768,268.4999814
5,316,0,0.31,1.31912,0.30768,19.06,24.28571429,14.7,82.86,0,510574.9826,268.449986
5,317,0,0.1,0.571405714,0.114005714,18.9,24.4,15.68571429,81.14,0,510498,268.4
5,318,0,0.26,3.055533333,0.1923,14.56,18.22857143,11.92857143,85.14,1.31,510377.9577,268.349986
5,319,0,0.31,1.3205,0.1923,13,16.34285714,10.74285714,84.14,1.07,510257.9436,268.2999814
5,320,0,0.14,1.020392857,0.137357143,18.16,24.78571429,13.58571429,76.29,0.07,510137.9577,268.249986
5,321,0,0.07,0.245083333,0.068678571,19.47,25.52857143,15.67142857,81.71,2.08,510018,268.2
5,322,0,0.14,8.333333333,0.142857143,21,27.45714286,16.82857143,82.29,0,509932.7286,268.149986
5,323,0,0,0,0,19.73,25.01428571,15.7,79,0.67,509847.4715,268.0999814
5,324,0,0,0,0,20.46,26.95714286,15.4,77.43,3.21,509762.2286,268.049986
5,325,0,0.02,0.083325,0.0240375,20.39,26.5,14.84285714,74,0.71,509677,268
5,326,0,0.34,1.11505,0.336525,22.33,28.92857143,16.47142857,77,0,509591.7856,267.9500233
5,327,0,0,0,0,23.51,28.8,19.35714286,72.71,0,509597.7315,267.949986
5,328,0,0.15,1.904755102,0.104653061,24.77,31.6,18.68571429,72.86,0,509518.4753,267.8999813
5,329,0,0.02,0.101,0.021366667,23.36,28.7,18.98571429,77.71,1.25,509439.2315,267.849986
5,330,0,0.27,2.087297143,0.17307,26.21,31.58571429,22.11428571,76.14,0.04,509360,267.8
5,331,0,0,0,0,27.33,32.45714286,22.92857143,75.14,0,509310.2427,267.7749965
5,332,0,0,0,0,26.93,31.61428571,23,78,6.29,509260.4903,267.7499953
5,333,0,0.04,0.168333333,0.035611111,28.63,33.44285714,23.71428571,76.71,0.36,509210.7427,267.7249965
5,334,0,0.05,0.225838095,0.0478375,29.21,34.25714286,25.31428571,74.57,0,509161,267.7
5,335,0,0.21,0.714285714,0.214285714,29.89,35.07142857,25.17142857,74.14,0,509052.9656,267.649986
5,336,0,0.03,0.101,0.025242424,29.66,36.18571429,24.82857143,75,0.08,508944.9542,267.5999813
5,337,0,0.21,0.913368182,0.198478205,28.29,33.07142857,25.05714286,79.86,21.29,508836.9656,267.549986
5,338,0,0.05,0.23684,0.05109,27.3,30.84285714,24.97142857,84,36.51,508729,267.5
5,339,0,0.51,2.010013333,0.50639,28.53,34.11428571,24.35714286,79.29,3.3,508621.0573,267.4500234
5,340,0,0.29,4.186961905,0.157456044,28.09,31.98571429,25.34285714,79.14,29.14,508639.7265,267.449986
5,341,0,0.07,0.332954101,0.074780423,28.86,34.12857143,24.95714286,79.43,9.17,508550.4687,267.3999813
5,342,0,0.37,2.352628274,0.278983333,29.7,35.32857143,25.88571429,77,2.71,508461.2265,267.349986
5,343,0,1.24,8.157885,0.532675,28.76,34.42857143,25.4,81,11.96,508372,267.3
5,344,0,1.21,4.483517778,0.6482,30.17,34.91428571,26.74285714,74,1.46,508288.4794,267.2749965
5,345,1,4.96,4.322,2.083812364,29.53,34.58571429,25.81428571,73.43,2.7,508204.9726,267.2499953
5,346,1,1.53,4.338832799,0.981384253,29.06,33.25714286,25.97142857,75.14,10.87,508121.4794,267.2249965
5,347,0,0.53,2.165469231,0.183917249,26.93,31.6,24.42857143,85.43,96.71,508038,267.2
5,348,0,2.3,6.440580499,0.966887554,26.6,29.55714286,24.5,80.57,14.33,507973.4877,267.149986
5,349,0,1.06,3.8560625,0.613896062,28.24,33.81428571,24.84285714,80.29,16,507908.9836,267.0999813
5,350,0,0.54,1.684191168,0.36966204,28.13,32.14285714,25.28571429,81.14,0.4,507844.4877,267.049986
5,351,0,1.03,4.324957045,0.639436021,28.94,33.67142857,25.52857143,77.14,0.53,507780,267
5,352,0,0.23,1.398666667,0.231529167,27.36,32.31428571,23.75714286,73.29,0,507715.5205,266.9500234
5,353,0,0.68,2.683089724,0.48786627,25.11,31.24285714,20.55714286,70,0,507700.4813,266.9749965
5,354,0,0.28,1.626549769,0.265103704,25.23,30.58571429,21.78571429,77.57,0.29,507620.9751,266.9499953
5,355,0,0.52,2.029060897,0.437818109,25.07,31.15714286,21.41428571,77.71,1,507541.4813,266.9249965
5,356,0,0.18,1.080799603,0.180984167,24.6,31.07142857,20.2,76.57,0,507462,266.9
5,357,1,0.13,0.4444,0.133333333,22.04,28.21428571,17.87142857,74.86,0.22,507363.4713,266.8249684
5,358,0,0.32,1.882722378,0.241460526,24.84,30.78571429,21.37142857,83.14,0,507264.9617,266.7499578
5,359,0,0.21,1.276011278,0.170271818,23.54,29.14285714,19.68571429,79.71,0,507166.4713,266.6749684
5,360,0,0.7,4.489526957,0.624220513,22.64,28.94285714,18.12857143,75.86,0,507068,266.6
5,361,0,0,0,0,21.46,26.35714286,17.7,79.29,1.07,506940.7021,266.5499859
5,362,0,0.05,0.8333,0.0476,22.61,29.37142857,17.61428571,74,0,506813.4361,266.4999812
5,363,0,0.11,0.580183333,0.106433333,20.46,25.52857143,16.9,76,0,506686.2021,266.4499859
5,364,0,0.24,1.346584596,0.137193651,20.14,27.72857143,14.5,74,0,506559,266.4
5,365,0,0.23,7.238066667,0.229466667,20.37,26.32857143,17.24285714,75.57,0,506431.8299,266.3500234
5,366,0,0.08,1.19047619,0.079333333,19.5,25.18571429,15.21428571,78.86,0,506470.7269,266.3499859
5,367,0,0.12,0.845959596,0.118181818,21.31,27.47142857,17.85714286,79.71,0,506382.4692,266.2999812
5,368,0,0.22,2.104535714,0.217428571,18.99,24.04285714,16.12857143,79,0.5,506294.2269,266.2499859
5,369,0,0.11,0.816285714,0.114285714,16.89,23.07142857,12.57142857,75.29,0.21,506206,266.2
5,370,0,0.1,0.833333333,0.09615,18.56,25.9,13.6,71.29,0,506100.7172,266.1499859
5,371,0,0.09,1.038260544,0.093685714,21.59,28.88571429,16.88571429,74.43,0,505995.4562,266.0999812
5,372,0,0.09,1.243187755,0.091221429,21.43,28.58571429,17.02857143,73.71,0,505890.2172,266.0499859
5,373,0,0.14,2.099358974,0.092695513,21.67,27.7,18.05714286,76.57,0.93,505785,266
5,374,2,0.37,1.950625,0.260125,21.07,26.75714286,17.6,76.71,0.21,505690.7236,265.9499859
5,375,0,0.19,1.208944444,0.124459722,19.77,25.74285714,16.15714286,80.71,10.2,505596.4649,265.8999812
5,376,0,0.46,1.672258957,0.259068707,20.66,25.47142857,17.38571429,74.86,1.93,505502.2236,265.8499859
5,377,0,0.15,0.534243738,0.130631262,22.86,28.6,18.52857143,76.57,0.43,505408,265.8
5,378,0,0.12,1.368366667,0.116685185,22.59,27.47142857,18.27142857,78.57,2.86,505313.7939,265.7500235
5,379,0,0.31,2.966512821,0.311452381,22.16,27.67142857,18.41428571,77.43,0,505314.7242,265.7499859
5,380,0,0.31,1.990424603,0.26837209,25.49,31.47142857,20.55714286,72.71,0.36,505221.4656,265.6999812
5,381,0,0.7,3.759333555,0.277111722,24.36,29.72857143,21.12857143,77.29,11,505128.2242,265.6499859
5,382,0,0.5,2.629480698,0.430317165,27.29,32.45714286,22.81428571,74.43,0.79,505035,265.6
5,383,0,0.53,2.639321429,0.525095932,25.23,30.04285714,21.75714286,76.86,6.14,505081.4936,265.6249965
5,384,0,0.59,3.530425397,0.550225397,23.81,28.17142857,20.94285714,81.71,5.5,505127.9914,265.6499953
5,385,0,0.86,3.378012616,0.402108825,28.29,32.74285714,24.34285714,75,7.64,505174.4936,265.6749965
5,386,0,0.59,3.429569444,0.327083333,26.26,30.22857143,23.35714286,77.29,14,505221,265.7
5,387,0,0.68,21.5185,0.4758,26.92,31.88333333,23.35,76.33,1.12,505267.5107,265.7250059
6,1,1,2.19,9.803583333,1.326666667,14.46,16.74285714,12.88571429,80.71,10.67,3918357.935,1908.999969
