,County,YYYYWW,Population,Pop Density
2444,Yilan,2014_19,458669.4887694188,213.94999415751334
2445,Yilan,2014_20,458720.24157675344,213.97499561796437
2446,Yilan,2014_21,458770.99999999994,214.0
2447,Yilan,2014_22,458821.7640397798,214.0250073039618
2448,Yilan,2014_23,458774.749954022,214.0
2449,Yilan,2014_24,458778.4999386958,214.0
2450,Yilan,2014_25,458782.24995402165,214.0
2451,Yilan,2014_26,458785.9999999999,214.0
2452,Yilan,2014_27,458808.74830802606,214.02499562035266
2453,Yilan,2014_28,458831.4977439974,214.04999416024285
2454,Yilan,2014_29,458854.24830797,214.07499562001166
2455,Yilan,2014_30,458876.99999999977,214.10000000000008
2456,Yilan,2014_31,458853.74823277345,214.0749956200116
2457,Yilan,2014_32,458830.4976437377,214.04999416024282
2458,Yilan,2014_33,458807.24823283317,214.02499562035263
2459,Yilan,2014_34,458784.00000000006,213.99999999999997
2460,Yilan,2014_35,458760.75294517865,213.9750072988439
2461,Yilan,2014_36,458787.7499540234,214.0
2462,Yilan,2014_37,458791.49993869767,214.0
2463,Yilan,2014_38,458795.2499540231,214.0
2464,Yilan,2014_39,458799.00000000006,214.0
2465,Yilan,2014_40,458819.2486594775,214.02499562035266
2466,Yilan,2014_41,458839.4982126104,214.04999416024285
2467,Yilan,2014_42,458859.7486594381,214.07499562001166
2468,Yilan,2014_43,458880.00000000023,214.10000000000008
2469,Yilan,2014_44,458854.2478322786,214.0749956200116
2470,Yilan,2014_45,458828.4971097588,214.04999416024282
2471,Yilan,2014_46,458802.74783235963,214.02499562035263
2472,Yilan,2014_47,458776.99999999994,213.99999999999997
2473,Yilan,2014_48,458751.2536125986,213.9750072988439
2474,Yilan,2014_49,458755.4984884795,214.0
2475,Yilan,2014_50,458733.99798467086,214.0
2476,Yilan,2014_51,458712.4984885268,214.0
2477,Yilan,2014_52,458691.0,214.0
2478,Yilan,2014_53,458640.7417404915,213.97499561796434
2479,Yilan,2015_01,458590.48898772424,213.94999415751337
2480,Yilan,2015_02,458540.24174109485,213.9249956183057
2481,Yilan,2015_03,458490.00000000006,213.90000000000003
2482,Yilan,2015_04,458439.76376383664,213.87500730225506
2483,Yilan,2015_05,458459.99705510226,213.87499561591514
2484,Yilan,2015_06,458429.9960735553,213.8499941547813
2485,Yilan,2015_07,458399.9970552307,213.82499561625676
2486,Yilan,2015_08,458369.99999999994,213.79999999999995
2487,Yilan,2015_09,458345.74807534815,213.8
2488,Yilan,2015_10,458321.49743384286,213.8
2489,Yilan,2015_11,458297.2480754161,213.8
2490,Yilan,2015_12,458273.0,213.8
2491,Yilan,2015_13,458267.24989177805,213.8
2492,Yilan,2015_14,458261.4998557047,213.8
2493,Yilan,2015_15,458255.74989177904,213.8
2494,Yilan,2015_16,458250.0000000001,213.8
2495,Yilan,2015_17,458265.7491880766,213.8
2496,Yilan,2015_18,458281.4989174231,213.8
2497,Yilan,2015_19,458297.2491880581,213.8
2498,Yilan,2015_20,458313.00000000006,213.8
2499,Yilan,2015_21,458328.7513532678,213.8
2500,Yilan,2015_22,458309.49995990656,213.8
2501,Yilan,2015_23,458305.99994654226,213.8
2502,Yilan,2015_24,458302.4999599068,213.8
2503,Yilan,2015_25,458298.99999999994,213.8
2504,Yilan,2015_26,458317.9988185712,213.8
2505,Yilan,2015_27,458336.9984247398,213.8
2506,Yilan,2015_28,458355.99881853856,213.8
2507,Yilan,2015_29,458374.9999999999,213.8
2508,Yilan,2015_30,458346.49734158325,213.8
2509,Yilan,2015_31,458317.9964555178,213.8
2510,Yilan,2015_32,458289.49734169344,213.8
2511,Yilan,2015_33,458261.0,213.8
2512,Yilan,2015_34,458232.5044303273,213.8
2513,Yilan,2015_35,458215.2431472997,213.77499561386404
2514,Yilan,2015_36,458169.49086337036,213.7499941520467
2515,Yilan,2015_37,458123.74314775586,213.724995614206
2516,Yilan,2015_38,458078.0,213.7
2517,Yilan,2015_39,458075.99998690165,213.7
2518,Yilan,2015_40,458073.9999825355,213.7
2519,Yilan,2015_41,458071.99998690165,213.7
2520,Yilan,2015_42,458069.99999999994,213.7
2521,Yilan,2015_43,458068.0000218303,213.7
2522,Yilan,2015_44,458081.7495479264,213.7
2523,Yilan,2015_45,458093.4993972301,213.7
2524,Yilan,2015_46,458105.24954791873,213.7
2525,Yilan,2015_47,458117.0000000001,213.7
2526,Yilan,2015_48,458096.9986901575,213.7
2527,Yilan,2015_49,458076.9982535687,213.7
2528,Yilan,2015_50,458056.99869019556,213.7
2529,Yilan,2015_51,458037.0,213.7
2530,Yilan,2015_52,458026.49963892903,213.7
2531,Yilan,2016_01,458015.9995185757,213.7
2532,Yilan,2016_02,458005.4996389345,213.7
2533,Yilan,2016_03,457994.9999999999,213.7
2534,Yilan,2016_04,457984.5006017664,213.7
2535,Yilan,2016_05,457959.7459296967,213.674995611811
2536,Yilan,2016_06,457924.49457306816,213.64999414930955
2537,Yilan,2016_07,457889.24592990556,213.62499561215333
2538,Yilan,2016_08,457853.9999999999,213.60000000000002
2539,Yilan,2016_09,457844.2496885452,213.6
2540,Yilan,2016_10,457834.4995847299,213.6
2541,Yilan,2016_11,457824.7496885496,213.6
2542,Yilan,2016_12,457815.00000000006,213.6
2543,Yilan,2016_13,457813.99999672355,213.6
2544,Yilan,2016_14,457812.9999956314,213.6
2545,Yilan,2016_15,457811.9999967235,213.6
2546,Yilan,2016_16,457810.99999999994,213.6
2547,Yilan,2016_17,457810.00000546064,213.6
2548,Yilan,2016_18,457810.24999815697,213.6
2549,Yilan,2016_19,457809.49999754265,213.6
2550,Yilan,2016_20,457808.74999815697,213.6
2551,Yilan,2016_21,457808.0,213.6
2552,Yilan,2016_22,457792.49921276286,213.57499560975603
2553,Yilan,2016_23,457776.9989503623,213.5499941465698
2554,Yilan,2016_24,457761.4992127807,213.52499561009867
2555,Yilan,2016_25,457746.0000000001,213.49999999999997
2556,Yilan,2016_26,457756.4996387382,213.52499561009867
2557,Yilan,2016_27,457766.999518314,213.54999414656984
2558,Yilan,2016_28,457777.49963873276,213.57499560975612
2559,Yilan,2016_29,457788.0000000001,213.60000000000008
2560,Yilan,2016_30,457798.50060212164,213.62500731764447
2561,Yilan,2016_31,457758.74719622376,213.57499560975603
2562,Yilan,2016_32,457729.4962617113,213.5499941465698
2563,Yilan,2016_33,457700.2471963432,213.52499561009867
2564,Yilan,2016_34,457670.99999999994,213.49999999999997
2565,Yilan,2016_35,457652.99893800437,213.5
2566,Yilan,2016_36,457634.9985840244,213.5
2567,Yilan,2016_37,457616.99893803225,213.5
2568,Yilan,2016_38,457599.0,213.5
2569,Yilan,2016_39,457595.99997049774,213.5
2570,Yilan,2016_40,457592.9999606638,213.5
2571,Yilan,2016_41,457589.999970498,213.5
2572,Yilan,2016_42,457587.0000000001,213.5
2573,Yilan,2016_43,457584.0000491701,213.5
2574,Yilan,2016_44,457574.74950805464,213.47499560769916
2575,Yilan,2016_45,457562.4993440787,213.44999414382752
2576,Yilan,2016_46,457550.2495080635,213.42499560804214
2577,Yilan,2016_47,457538.00000000006,213.40000000000006
2578,Yilan,2016_48,457490.7426789667,213.4
2579,Yilan,2016_49,457443.4902389584,213.4
2580,Yilan,2016_50,457396.2426794708,213.4
2581,Yilan,2016_51,457349.0,213.4
2582,Yilan,2016_52,457301.7622000418,213.4
2583,Yilan,2017_01,457342.4998614251,213.37499560564035
2584,Yilan,2017_02,457335.9998152344,213.34999414108265
2585,Yilan,2017_03,457329.4998614265,213.32499560598364
2586,Yilan,2017_04,457323.0000000001,213.3
2587,Yilan,2017_05,457293.4971451873,213.3
2588,Yilan,2017_06,457263.9961936649,213.3
2589,Yilan,2017_07,457234.4971453101,213.3
2590,Yilan,2017_08,457205.00000000006,213.3
2591,Yilan,2017_09,457176.99742748204,213.2749956035796
2592,Yilan,2017_10,457148.9965700461,213.24999413833518
2593,Yilan,2017_11,457120.99742758705,213.22499560392316
2594,Yilan,2017_12,457093.0,213.19999999999993
2595,Yilan,2017_13,457102.99967185594,213.22499560392316
2596,Yilan,2017_14,457112.9995624714,213.24999413833518
2597,Yilan,2017_15,457122.9996718512,213.27499560357955
2598,Yilan,2017_16,457133.0,213.29999999999995
2599,Yilan,2017_17,457143.0005469227,213.32500732794
2600,Yilan,2017_18,457126.2498504897,213.2749956035796
2601,Yilan,2017_19,457119.4998006539,213.24999413833518
2602,Yilan,2017_20,457112.7498504912,213.22499560392316
2603,Yilan,2017_21,457106.0000000001,213.19999999999993
2604,Yilan,2017_22,457075.74699674535,213.2
2605,Yilan,2017_23,457045.4959957488,213.2
2606,Yilan,2017_24,457015.2469968779,213.2
2607,Yilan,2017_25,456985.00000000006,213.2
2608,Yilan,2017_26,456964.74865387846,213.1749956015169
2609,Yilan,2017_27,456944.49820519786,213.1499941355852
2610,Yilan,2017_28,456924.2486539183,213.12499560186083
2611,Yilan,2017_29,456904.00000000006,213.10000000000002
2612,Yilan,2017_30,456883.75224340346,213.07500732965883
2613,Yilan,2017_31,456890.7494235954,213.1
2614,Yilan,2017_32,456877.499231468,213.1
2615,Yilan,2017_33,456864.24942360655,213.1
2616,Yilan,2017_34,456851.00000000006,213.1
2617,Yilan,2017_35,456827.24814776285,213.1
2618,Yilan,2017_36,456803.49753039324,213.1
2619,Yilan,2017_37,456779.7481478271,213.1
2620,Yilan,2017_38,456756.00000000006,213.1
2621,Yilan,2017_39,456732.253086848,213.1
2622,Yilan,2017_40,456738.99905083317,213.0749955994523
2623,Yilan,2017_41,456721.99873445986,213.04999413283258
2624,Yilan,2017_42,456704.9990508567,213.02499559979657
2625,Yilan,2017_43,456688.0,213.0
2626,Yilan,2017_44,456667.7486530029,213.0
2627,Yilan,2017_45,456647.49820403045,213.0
2628,Yilan,2017_46,456627.24865304277,213.0
2629,Yilan,2017_47,456606.99999999994,213.0
2630,Yilan,2017_48,456545.73767188034,212.97499559738577
2631,Yilan,2017_49,456484.4835632423,212.94999413007739
2632,Yilan,2017_50,456423.2376729831,212.9249955977303
2633,Yilan,2017_51,456362.0000000001,212.89999999999998
2634,Yilan,2017_52,456300.77054319077,212.8750073365419
2635,Yilan,2018_01,456336.2478203165,212.87499559531727
2636,Yilan,2018_02,456310.49709381,212.84999412731963
2637,Yilan,2018_03,456284.74782039854,212.8249955956622
2638,Yilan,2018_04,456259.00000000006,212.80000000000004
2639,Yilan,2018_05,456211.24250222096,212.8
2640,Yilan,2018_06,456163.49000331014,212.8
2641,Yilan,2018_07,456115.7425027442,212.8
2642,Yilan,2018_08,456068.00000000006,212.8
2643,Yilan,2018_09,456067.49999917776,212.8
2644,Yilan,2018_10,456066.99999890366,212.8
2645,Yilan,2018_11,456066.49999917776,212.8
2646,Yilan,2018_12,456066.00000000006,212.8
2647,Yilan,2018_13,456065.5000013705,212.8
2648,Yilan,2018_14,456061.2499257902,212.77499559324684
2649,Yilan,2018_15,456056.4999010539,212.74999412455924
2650,Yilan,2018_16,456051.7499257907,212.72499559359198
2651,Yilan,2018_17,456046.99999999994,212.69999999999996
2652,Yilan,2018_18,456036.74965441716,212.7
2653,Yilan,2018_19,456026.49953922635,212.7
2654,Yilan,2018_20,456016.24965442234,212.7
2655,Yilan,2018_21,456006.0,212.7
2656,Yilan,2018_22,455985.49861747184,212.7
2657,Yilan,2018_23,455964.99815665674,212.7
2658,Yilan,2018_24,455944.49861751334,212.7
2659,Yilan,2018_25,455924.00000000006,212.7
2660,Yilan,2018_26,455903.50230407546,212.7
2661,Yilan,2018_27,455882.4943325558,212.67499559117442
2662,Yilan,2018_28,455840.9924436371,212.64999412179625
2663,Yilan,2018_29,455799.49433289975,212.62499559151993
2664,Yilan,2018_30,455758.0,212.59999999999994
2665,Yilan,2018_31,455716.4943304912,212.5749955891001
2666,Yilan,2018_32,455674.99244088435,212.5499941190307
2667,Yilan,2018_33,455633.49433083535,212.52499558944598
2668,Yilan,2018_34,455592.0,212.49999999999997
2669,Yilan,2018_35,455570.9985478868,212.5
2670,Yilan,2018_36,455549.9980638788,212.5
2671,Yilan,2018_37,455528.99854793143,212.5
2672,Yilan,2018_38,455508.0,212.5
2673,Yilan,2018_39,455487.0024200399,212.5
2674,Yilan,2018_40,455474.99641328765,212.47499558702384
2675,Yilan,2018_41,455441.99521783233,212.4499941162626
2676,Yilan,2018_42,455408.9964134609,212.42499558737003
2677,Yilan,2018_43,455376.00000000006,212.40000000000006
2678,Yilan,2018_44,455337.245052899,212.4
2679,Yilan,2018_45,455298.49340405245,212.4
2680,Yilan,2018_46,455259.7450531797,212.4
2681,Yilan,2018_47,455220.99999999994,212.4
2682,Yilan,2018_48,455174.4928734653,212.3749955849456
2683,Yilan,2018_49,455127.99049827736,212.3499941134918
2684,Yilan,2018_50,455081.49287395074,212.3249955852921
2685,Yilan,2018_51,455035.0000000001,212.29999999999998
2686,Yilan,2018_52,454988.51187594014,212.27500735726903
2687,Yilan,2019_01,455006.7473688459,212.2749955828654
2688,Yilan,2019_02,454978.4964918672,212.2499941107184
2689,Yilan,2019_03,454950.2473689548,212.2249955832122
2690,Yilan,2019_04,454921.99999999994,212.19999999999996
2691,Yilan,2019_05,454883.995237816,212.17499558078322
2692,Yilan,2019_06,454845.9936505982,212.1499941079424
2693,Yilan,2019_07,454807.99523808126,212.12499558113035
2694,Yilan,2019_08,454770.00000000006,212.09999999999997
2695,Yilan,2019_09,454760.4997023075,212.1
2696,Yilan,2019_10,454750.99960307946,212.1
2697,Yilan,2019_11,454741.49970231164,212.1
2698,Yilan,2019_12,454732.0,212.1
2699,Yilan,2019_13,454722.5004961402,212.1
2700,Yilan,2019_14,454730.2499898978,212.1
2701,Yilan,2019_15,454728.49998653046,212.1
2702,Yilan,2019_16,454726.7499898979,212.1
2703,Yilan,2019_17,454725.00000000006,212.1
2704,Yilan,2019_18,454725.74999814446,212.1
2705,Yilan,2019_19,454726.49999752594,212.1
2706,Yilan,2019_20,454727.24999814446,212.1
2707,Yilan,2019_21,454728.0,212.1
2708,Yilan,2019_22,454728.75000309246,212.1
2709,Hsinchu county,2012_01,517982.45145203953,362.7999586700924
2710,Hsinchu county,2012_02,518111.9352639929,362.89994488839477
2711,Hsinchu county,2012_03,518241.45144394925,362.9999586624991
2712,Hsinchu county,2012_04,518370.9999999999,363.09999999999985
2713,Hsinchu county,2012_05,518485.96175087447,363.174976773793
2714,Hsinchu county,2012_06,518600.9489973963,363.24996902959253
2715,Hsinchu county,2012_07,518715.9617452195,363.32497677059564
2716,Hsinchu county,2012_08,518830.9999999999,363.3999999999998
2717,Hsinchu county,2012_09,518918.47787360847,363.4749767929578
2718,Hsinchu county,2012_10,519005.9704964866,363.54996905514923
2719,Hsinchu county,2012_11,519093.4778711213,363.62497678976587
2720,Hsinchu county,2012_12,519180.9999999999,363.7
2721,Hsinchu county,2012_13,519268.5368856099,363.7750386890445
2722,Hsinchu county,2012_14,519311.700637089,363.7749768120911
2723,Hsinchu county,2012_15,519442.43417726277,363.84996908066375
2724,Hsinchu county,2012_16,519573.2006288048,363.9249768089043
2725,Hsinchu county,2012_17,519704.00000000006,363.99999999999994
2726,Hsinchu county,2012_18,519836.44935825025,364.0999588176047
2727,Hsinchu county,2012_19,519968.93247193145,364.1999450851139
2728,Hsinchu county,2012_20,520101.4493496464,364.2999588100655
2729,Hsinchu county,2012_21,520234.00000000006,364.39999999999986
2730,Hsinchu county,2012_22,520369.44709371246,364.49995886278157
2731,Hsinchu county,2012_23,520504.9294521619,364.5999451453607
2732,Hsinchu county,2012_24,520640.44708452973,364.69995885525907
2733,Hsinchu county,2012_25,520776.0,364.8000000000002
2734,Hsinchu county,2012_26,520911.58820775885,364.9000685871097
2735,Hsinchu county,2012_27,520976.38431444205,364.9499075722154
2736,Hsinchu county,2012_28,521176.8457328088,365.0998767460762
2737,Hsinchu county,2012_29,521377.38428476825,365.24990754689617
2738,Hsinchu county,2012_30,521578.0,365.3999999999999
2739,Hsinchu county,2012_31,521777.3856409792,365.52493590911473
2740,Hsinchu county,2012_32,521976.8475018792,365.6499145357483
2741,Hsinchu county,2012_33,522176.38561183686,365.7749358945065
2742,Hsinchu county,2012_34,522376.00000000006,365.90000000000015
2743,Hsinchu county,2012_35,522495.70884459594,365.99995903131526
2744,Hsinchu county,2012_36,522615.44512193656,366.09994537011335
2745,Hsinchu county,2012_37,522735.2088383086,366.19995902385415
2746,Hsinchu county,2012_38,522854.9999999999,366.29999999999995
2747,Hsinchu county,2012_39,522974.8186132998,366.4000683060147
2748,Hsinchu county,2012_40,522974.45905373595,366.37497697660046
2749,Hsinchu county,2012_41,523093.94540082384,366.4499693000396
2750,Hsinchu county,2012_42,523213.4590474995,366.5249769734588
2751,Hsinchu county,2012_43,523333.0000000001,366.5999999999999
2752,Hsinchu county,2012_44,523497.9220238679,366.69995910949274
2753,Hsinchu county,2012_45,523662.89602090395,366.7999454743689
2754,Hsinchu county,2012_46,523827.92200748663,366.89995910206005
2755,Hsinchu county,2012_47,523993.0,366.9999999999999
2756,Hsinchu county,2012_48,524134.44271972124,367.0999591540317
2757,Hsinchu county,2012_49,524275.9236194239,367.19994553376506
2758,Hsinchu county,2012_50,524417.4427094137,367.29995914661527
2759,Hsinchu county,2012_51,524558.9999999999,367.40000000000003
2760,Hsinchu county,2012_52,524700.5955014938,367.5000681013385
2761,Hsinchu county,2013_01,524649.2267181741,367.47497704549994
2762,Hsinchu county,2013_02,524739.4689557857,367.5499693919181
2763,Hsinchu county,2013_03,524829.7267155044,367.624977042377
2764,Hsinchu county,2013_04,524920.0000000001,367.6999999999998
2765,Hsinchu county,2013_05,525021.7204286872,367.77497706421923
2766,Hsinchu county,2013_06,525123.4605690363,367.84996941688064
2767,Hsinchu county,2013_07,525225.2204248671,367.9249770611015
2768,Hsinchu county,2013_08,525327.0000000002,367.99999999999994
2769,Hsinchu county,2013_09,525451.4557655972,368.074977082908
2770,Hsinchu county,2013_10,525575.941016139,368.1499694418023
2771,Hsinchu county,2013_11,525700.4557586111,368.22497707979534
2772,Hsinchu county,2013_12,525825.0000000001,368.2999999999999
2773,Hsinchu county,2013_13,525949.5737472948,368.37503820552985
2774,Hsinchu county,2013_14,525978.1830491966,368.42493641336813
2775,Hsinchu county,2013_15,526131.4107235946,368.5499152082388
2776,Hsinchu county,2013_16,526284.6830361944,368.6749363989889
2777,Hsinchu county,2013_17,526437.9999999998,368.80000000000007
2778,Hsinchu county,2013_18,526558.4586489775,368.87497713259614
2779,Hsinchu county,2013_19,526678.9448610983,368.9499695080622
2780,Hsinchu county,2013_20,526799.4586426697,369.024977129497
2781,Hsinchu county,2013_21,526919.9999999999,369.1000000000001
2782,Hsinchu county,2013_22,527092.1656016525,369.22493655107917
2783,Hsinchu county,2013_23,527264.3874566156,369.349915391895
2784,Hsinchu county,2013_24,527436.6655832694,369.4749365367621
2785,Hsinchu county,2013_25,527609.0000000001,369.59999999999997
2786,Hsinchu county,2013_26,527781.3907252,369.72510579593296
2787,Hsinchu county,2013_27,527800.6455564233,369.72493663684617
2788,Hsinchu county,2013_28,527992.3607250393,369.8499155062768
2789,Hsinchu county,2013_29,528184.1455311333,369.97493662256784
2790,Hsinchu county,2013_30,528376.0,370.1000000000002
2791,Hsinchu county,2013_31,528575.6368280269,370.2499088945732
2792,Hsinchu county,2013_32,528775.3490850343,370.3998785096993
2793,Hsinchu county,2013_33,528975.136799522,370.54990886997336
2794,Hsinchu county,2013_34,529174.9999999999,370.7000000000001
2795,Hsinchu county,2013_35,529374.9387149889,370.85015192439414
2796,Hsinchu county,2013_36,529269.7245628187,370.74998988718573
2797,Hsinchu county,2013_37,529364.4660817346,370.79998651564165
2798,Hsinchu county,2013_38,529459.2245597831,370.84998988627666
2799,Hsinchu county,2013_39,529554.0,370.9
2800,Hsinchu county,2013_40,529666.464168017,370.99995958325565
2801,Hsinchu county,2013_41,529778.9522206408,371.0999461061669
2802,Hsinchu county,2013_42,529891.464162944,371.1999595759942
2803,Hsinchu county,2013_43,530004.0000000001,371.3
2804,Hsinchu county,2013_44,530124.45892705,371.37497728649214
2805,Hsinchu county,2013_45,530244.9452319181,371.44996971328453
2806,Hsinchu county,2013_46,530365.4589208268,371.52497728343457
2807,Hsinchu county,2013_47,530485.9999999998,371.59999999999997
2808,Hsinchu county,2013_48,530606.5684756624,371.6750378660396
2809,Hsinchu county,2013_49,530584.9722987948,371.6749773048206
2810,Hsinchu county,2013_50,530683.9630627629,371.7499697377258
2811,Hsinchu county,2013_51,530782.9722953493,371.8249773017679
2812,Hsinchu county,2013_52,530881.9999999998,371.90000000000003
2813,Hsinchu county,2014_01,530987.2187149662,371.97497732311945
2814,Hsinchu county,2014_02,531092.458283866,372.04996976212755
2815,Hsinchu county,2014_03,531197.7187108326,372.12497732007165
2816,Hsinchu county,2014_04,531303.0,372.20000000000005
2817,Hsinchu county,2014_05,531407.968888039,372.2749773413888
2818,Hsinchu county,2014_06,531512.9585146537,372.3499697864899
2819,Hsinchu county,2014_07,531617.9688839414,372.42497733834585
2820,Hsinchu county,2014_08,531723.0000000001,372.4999999999999
2821,Hsinchu county,2014_09,531910.6506407988,372.6249371297573
2822,Hsinchu county,2014_10,532098.367505483,372.74991616363917
2823,Hsinchu county,2014_11,532286.1506174236,372.8749371157003
2824,Hsinchu county,2014_12,532474.0,373.0
2825,Hsinchu county,2014_13,532661.9156765998,373.12510483060265
2826,Hsinchu county,2014_14,532695.6116120188,373.14990960223565
2827,Hsinchu county,2014_15,532917.315457098,373.2998794535031
2828,Hsinchu county,2014_16,533139.1115736241,373.4499095780165
2829,Hsinchu county,2014_17,533361.0,373.59999999999985
2830,Hsinchu county,2014_18,533483.4578197139,373.69995987516444
2831,Hsinchu county,2014_19,533605.9437553148,373.79994649544835
2832,Hsinchu county,2014_20,533728.4578132579,373.8999598680076
2833,Hsinchu county,2014_21,533851.0000000002,374.0000000000001
2834,Hsinchu county,2014_22,533973.570322,374.10006689858545
2835,Hsinchu county,2014_23,534011.4276702846,374.09995991805187
2836,Hsinchu county,2014_24,534171.9035507203,374.19994655264173
2837,Hsinchu county,2014_25,534332.4276557948,374.2999599109103
2838,Hsinchu county,2014_26,534493.0,374.3999999999998
2839,Hsinchu county,2014_27,534696.38388389,374.5499099399459
2840,Hsinchu county,2014_28,534899.8451588856,374.6998799039038
2841,Hsinchu county,2014_29,535103.3838544358,374.8499099159075
2842,Hsinchu county,2014_30,535306.9999999998,375.0
2843,Hsinchu county,2014_31,535507.8868902148,375.1249375485666
2844,Hsinchu county,2014_32,535708.8491680905,375.249916722176
2845,Hsinchu county,2014_33,535909.8868619183,375.3749375346963
2846,Hsinchu county,2014_34,536110.9999999998,375.5000000000001
2847,Hsinchu county,2014_35,536312.1886106473,375.6251041319648
2848,Hsinchu county,2014_36,536217.9679814316,375.5749775404264
2849,Hsinchu county,2014_37,536324.9573057364,375.6499700519089
2850,Hsinchu county,2014_38,536431.9679771726,375.72497753743687
2851,Hsinchu county,2014_39,536538.9999999999,375.8000000000001
2852,Hsinchu county,2014_40,536642.7199205229,375.8749775583474
2853,Hsinchu county,2014_41,536746.4598914463,375.94997007580673
2854,Hsinchu county,2014_42,536850.2199166466,376.0249775553625
2855,Hsinchu county,2014_43,536954.0000000001,376.09999999999985
2856,Hsinchu county,2014_44,537122.9202723793,376.22493773108016
2857,Hsinchu county,2014_45,537291.8936853599,376.3499169655814
2858,Hsinchu county,2014_46,537460.9202556593,376.4749377172907
2859,Hsinchu county,2014_47,537630.0000000001,376.59999999999997
2860,Hsinchu county,2014_48,537799.1329351106,376.72510382750534
2861,Hsinchu county,2014_49,537699.2366242907,376.649990045569
2862,Hsinchu county,2014_50,537768.4821649555,376.69998672683806
2863,Hsinchu county,2014_51,537837.7366231424,376.74999004468805
2864,Hsinchu county,2014_52,537906.9999999999,376.79999999999995
2865,Hsinchu county,2014_53,537924.7491214888,376.8
2866,Hsinchu county,2015_01,537942.4988286387,376.8
2867,Hsinchu county,2015_02,537960.2491214693,376.8
2868,Hsinchu county,2015_03,537978.0,376.8
2869,Hsinchu county,2015_04,537995.7514642498,376.8
2870,Hsinchu county,2015_05,538001.2484929458,376.82499751232785
2871,Hsinchu county,2015_06,538024.4979905655,376.84999668303044
2872,Hsinchu county,2015_07,538047.7484929025,376.8749975122179
2873,Hsinchu county,2015_08,538071.0,376.90000000000015
2874,Hsinchu county,2015_09,538091.4988285579,376.92499751298766
2875,Hsinchu county,2015_10,538111.9984380574,376.9499966839103
2876,Hsinchu county,2015_11,538132.498828528,376.9749975128777
2877,Hsinchu county,2015_12,538152.9999999997,376.99999999999983
2878,Hsinchu county,2015_13,538292.695596595,377.0999602368091
2879,Hsinchu county,2015_14,538432.4274558506,377.1999469777269
2880,Hsinchu county,2015_15,538572.1955871804,377.29996022978077
2881,Hsinchu county,2015_16,538711.9999999999,377.40000000000003
2882,Hsinchu county,2015_17,538827.2130342299,377.4749776534455
2883,Hsinchu county,2015_18,538942.4507087932,377.54997020262095
2884,Hsinchu county,2015_19,539057.7130289597,377.62497765048585
2885,Hsinchu county,2015_20,539173.0000000002,377.7
2886,Hsinchu county,2015_21,539288.3116271867,377.77503725412384
2887,Hsinchu county,2015_22,539284.7152745225,377.7749776711867
2888,Hsinchu county,2015_23,539396.4536961659,377.84997022627914
2889,Hsinchu county,2015_24,539508.215269726,377.92497766823186
2890,Hsinchu county,2015_25,539620.0,378.00000000000006
2891,Hsinchu county,2015_26,539763.1929936039,378.0999603419379
2892,Hsinchu county,2015_27,539906.4239847495,378.1999471179234
2893,Hsinchu county,2015_28,540049.6929835196,378.29996033494666
2894,Hsinchu county,2015_29,540193.0000000002,378.40000000000003
2895,Hsinchu county,2015_30,540295.9705541839,378.47497771247356
2896,Hsinchu county,2015_31,540398.9607364176,378.5499702813355
2897,Hsinchu county,2015_32,540501.9705504422,378.6249777095296
2898,Hsinchu county,2015_33,540605.0000000001,378.70000000000005
2899,Hsinchu county,2015_34,540708.0490888344,378.7750371556918
2900,Hsinchu county,2015_35,540723.2112214185,378.77497773012124
2901,Hsinchu county,2015_36,540841.4482914563,378.84997030486886
2902,Hsinchu county,2015_37,540959.7112157657,378.9249777271819
2903,Hsinchu county,2015_38,541078.0000000001,379.0
2904,Hsinchu county,2015_39,541190.2150864569,379.074977747741
2905,Hsinchu county,2015_40,541302.4534453914,379.14997032836493
2906,Hsinchu county,2015_41,541414.7150816299,379.2249777448064
2907,Hsinchu county,2015_42,541527.0000000001,379.3000000000002
2908,Hsinchu county,2015_43,541639.3082053305,379.3750370968818
2909,Hsinchu county,2015_44,541655.7041092896,379.39996047777703
2910,Hsinchu county,2015_45,541784.4388075391,379.49994729907405
2911,Hsinchu county,2015_46,541913.2041020187,379.59996047083354
2912,Hsinchu county,2015_47,542042.0000000001,379.6999999999999
2913,Hsinchu county,2015_48,542159.7116504658,379.77497778874545
2914,Hsinchu county,2015_49,542277.4488635868,379.8499703830448
2915,Hsinchu county,2015_50,542395.211644914,379.92497778582157
2916,Hsinchu county,2015_51,542512.9999999998,380.0
2917,Hsinchu county,2015_52,542589.9836122713,380.0499901346076
2918,Hsinchu county,2016_01,542666.9781486616,380.09998684556666
2919,Hsinchu county,2016_02,542743.983610721,380.14999013374234
2920,Hsinchu county,2016_03,542821.0,380.1999999999998
2921,Hsinchu county,2016_04,542898.0273180489,380.2500164452046
2922,Hsinchu county,2016_05,542911.4773763396,380.27497781794193
2923,Hsinchu county,2016_06,543001.9698334435,380.3499704219785
2924,Hsinchu county,2016_07,543092.4773738256,380.4249778150257
2925,Hsinchu county,2016_08,543182.9999999999,380.49999999999994
2926,Hsinchu county,2016_09,543287.2200012755,380.57497783542306
2927,Hsinchu county,2016_10,543391.4599991427,380.64997044528974
2928,Hsinchu county,2016_11,543495.7199974383,380.72497783251146
2929,Hsinchu county,2016_12,543599.9999999998,380.7999999999999
