County,Year-Month,Population,Pop Indensity
Hsinchu county,201105,514728,360.6
Hsinchu county,201106,515044,360.8
Hsinchu county,201107,515619,361.2
Hsinchu county,201108,516143,361.5
Hsinchu county,201109,516650,361.9
Hsinchu county,201110,517114,362.2
Hsinchu county,201111,517309,362.4
Hsinchu county,201112,517641,362.6
Hsinchu county,201201,517853,362.7
Hsinchu county,201202,518371,363.1
Hsinchu county,201203,518831,363.4
Hsinchu county,201204,519181,363.7
Hsinchu county,201205,519704,364.0
Hsinchu county,201206,520234,364.4
Hsinchu county,201207,520776,364.8
Hsinchu county,201208,521578,365.4
Hsinchu county,201209,522376,365.9
Hsinchu county,201210,522855,366.3
Hsinchu county,201211,523333,366.6
Hsinchu county,201212,523993,367.0
Hsinchu county,201301,524559,367.4
Hsinchu county,201302,524920,367.7
Hsinchu county,201303,525327,368.0
Hsinchu county,201304,525825,368.3
Hsinchu county,201305,526438,368.8
Hsinchu county,201306,526920,369.1
Hsinchu county,201307,527609,369.6
Hsinchu county,201308,528376,370.1
Hsinchu county,201309,529175,370.7
Hsinchu county,201310,529554,370.9
Hsinchu county,201311,530004,371.3
Hsinchu county,201312,530486,371.6
Hsinchu county,201401,530882,371.9
Hsinchu county,201402,531303,372.2
Hsinchu county,201403,531723,372.5
Hsinchu county,201404,532474,373.0
Hsinchu county,201405,533361,373.6
Hsinchu county,201406,533851,374.0
Hsinchu county,201407,534493,374.4
Hsinchu county,201408,535307,375.0
Hsinchu county,201409,536111,375.5
Hsinchu county,201410,536539,375.8
Hsinchu county,201411,536954,376.1
Hsinchu county,201412,537630,376.6
Hsinchu county,201501,537907,376.8
Hsinchu county,201502,537978,376.8
Hsinchu county,201503,538071,376.9
Hsinchu county,201504,538153,377.0
Hsinchu county,201505,538712,377.4
Hsinchu county,201506,539173,377.7
Hsinchu county,201507,539620,378.0
Hsinchu county,201508,540193,378.4
Hsinchu county,201509,540605,378.7
Hsinchu county,201510,541078,379.0
Hsinchu county,201511,541527,379.3
Hsinchu county,201512,542042,379.7
Hsinchu county,201601,542513,380.0
Hsinchu county,201602,542821,380.2
Hsinchu county,201603,543183,380.5
Hsinchu county,201604,543600,380.8
Hsinchu county,201605,544198,381.2
Hsinchu county,201606,544624,381.5
Hsinchu county,201607,545204,381.9
Hsinchu county,201608,545674,382.2
Hsinchu county,201609,546272,382.7
Hsinchu county,201610,546672,382.9
Hsinchu county,201611,546934,383.1
Hsinchu county,201612,547481,383.5
Hsinchu county,201701,547794,383.7
Hsinchu county,201702,548090,383.9
Hsinchu county,201703,548418,384.2
Hsinchu county,201704,548660,384.3
Hsinchu county,201705,549118,384.6
Hsinchu county,201706,549580,385.0
Hsinchu county,201707,550070,385.3
Hsinchu county,201708,550621,385.7
Hsinchu county,201709,551201,386.1
Hsinchu county,201710,551447,386.3
Hsinchu county,201711,551816,386.5
Hsinchu county,201712,552169,386.8
Hsinchu county,201801,552334,386.9
Hsinchu county,201802,552488,387.0
Hsinchu county,201803,552877,387.3
Hsinchu county,201804,553250,387.5
Hsinchu county,201805,553978,388.1
Hsinchu county,201806,554541,388.4
Hsinchu county,201807,555074,388.8
Hsinchu county,201808,555604,389.2
Hsinchu county,201809,556056,389.5
Hsinchu county,201810,556307,389.7
Hsinchu county,201811,556622,389.9
Hsinchu county,201812,557010,390.2
Hsinchu county,201901,557349,390.4
Hsinchu county,201902,557641,390.6
Hsinchu county,201903,558020,390.9
Hsinchu county,201904,558507,391.2
Hsinchu county,201905,559317,391.8
Miaoli,201001,561946,308.7
Miaoli,201002,561946,308.7
Miaoli,201003,561622,308.5
Miaoli,201004,561392,308.4
Miaoli,201005,561319,308.4
Miaoli,201006,559921,307.6
Miaoli,201007,560214,307.8
Miaoli,201008,560561,307.9
Miaoli,201009,560557,307.9
Miaoli,201010,560617,308.0
Miaoli,201011,560795,308.1
Miaoli,201012,560968,308.2
Miaoli,201101,561016,308.2
Miaoli,201102,560890,308.1
Miaoli,201103,560802,308.1
Miaoli,201104,560791,308.1
Miaoli,201105,560766,308.1
Miaoli,201106,560813,308.1
Miaoli,201107,560940,308.2
Miaoli,201108,561226,308.3
Miaoli,201109,561295,308.4
Miaoli,201110,561523,308.5
Miaoli,201111,561833,308.6
Miaoli,201112,562010,308.7
Miaoli,201201,562164,308.8
Miaoli,201202,562190,308.8
Miaoli,201203,562259,308.9
Miaoli,201204,562372,308.9
Miaoli,201205,562507,309.0
Miaoli,201206,562684,309.1
Miaoli,201207,562762,309.2
Miaoli,201208,562888,309.2
Miaoli,201209,563013,309.3
Miaoli,201210,563300,309.5
Miaoli,201211,563660,309.6
Miaoli,201212,563976,309.8
Miaoli,201301,564223,310.0
Miaoli,201302,564343,310.0
Miaoli,201303,564386,310.0
Miaoli,201304,564354,310.0
Miaoli,201305,564492,310.1
Miaoli,201306,564647,310.2
Miaoli,201307,564806,310.3
Miaoli,201308,565023,310.4
Miaoli,201309,565107,310.4
Miaoli,201310,565252,310.5
Miaoli,201311,565369,310.6
Miaoli,201312,565554,310.7
Miaoli,201401,565661,310.7
Miaoli,201402,565666,310.8
Miaoli,201403,565693,310.8
Miaoli,201404,565965,310.9
Miaoli,201405,566262,311.1
Miaoli,201406,566446,311.2
Miaoli,201407,566704,311.3
Miaoli,201408,566818,311.4
Miaoli,201409,566918,311.4
Miaoli,201410,567044,311.5
Miaoli,201411,567202,311.6
Miaoli,201412,567132,311.6
Miaoli,201501,567092,311.5
Miaoli,201502,567004,311.5
Miaoli,201503,566585,311.3
Miaoli,201504,566199,311.0
Miaoli,201505,565795,310.8
Miaoli,201506,565704,310.8
Miaoli,201507,565300,310.6
Miaoli,201508,564855,310.3
Miaoli,201509,564549,310.1
Miaoli,201510,564305,310.0
Miaoli,201511,564111,309.9
Miaoli,201512,563912,309.8
Miaoli,201601,563489,309.6
Miaoli,201602,563084,309.3
Miaoli,201603,562473,309.0
Miaoli,201604,562133,308.8
Miaoli,201605,561755,308.6
Miaoli,201606,561495,308.5
Miaoli,201607,561138,308.3
Miaoli,201608,560745,308.0
Miaoli,201609,560271,307.8
Miaoli,201610,559886,307.6
Miaoli,201611,559557,307.4
Miaoli,201612,559189,307.2
Miaoli,201701,558779,307.0
Miaoli,201702,558373,306.7
Miaoli,201703,557741,306.4
Miaoli,201704,557225,306.1
Miaoli,201705,556638,305.8
Miaoli,201706,556324,305.6
Miaoli,201707,555972,305.4
Miaoli,201708,555485,305.2
Miaoli,201709,555049,304.9
Miaoli,201710,554652,304.7
Miaoli,201711,554267,304.5
Miaoli,201712,553807,304.2
Miaoli,201801,553245,303.9
Miaoli,201802,552807,303.7
Miaoli,201803,552161,303.3
Miaoli,201804,551791,303.1
Miaoli,201805,551337,302.9
Miaoli,201806,551082,302.7
Miaoli,201807,550825,302.6
Miaoli,201808,550386,302.4
Miaoli,201809,550085,302.2
Miaoli,201810,549798,302.0
Miaoli,201811,549405,301.8
Miaoli,201812,548863,301.5
Miaoli,201901,548403,301.3
Miaoli,201902,548124,301.1
Miaoli,201903,547692,300.9
Miaoli,201904,547387,300.7
Miaoli,201905,547037,300.5
Changhua,201001,1312491,1221.6
Changhua,201002,1312355,1221.5
Changhua,201003,1311701,1220.9
Changhua,201004,1311188,1220.4
Changhua,201005,1310398,1219.7
Changhua,201006,1308926,1218.3
Changhua,201007,1308676,1218.1
Changhua,201008,1308326,1217.7
Changhua,201009,1307843,1217.3
Changhua,201010,1307500,1217.0
Changhua,201011,1307465,1216.9
Changhua,201012,1307286,1216.8
Changhua,201101,1306789,1216.3
Changhua,201102,1306423,1216.0
Changhua,201103,1305744,1215.3
Changhua,201104,1305243,1214.9
Changhua,201105,1304675,1214.3
Changhua,201106,1304216,1213.9
Changhua,201107,1304097,1213.8
Changhua,201108,1303741,1213.5
Changhua,201109,1303192,1213.0
Changhua,201110,1303054,1212.8
Changhua,201111,1303062,1212.8
Changhua,201112,1303039,1212.8
Changhua,201201,1302754,1212.5
Changhua,201202,1302193,1212.0
Changhua,201203,1301506,1211.4
Changhua,201204,1301053,1211.0
Changhua,201205,1300589,1210.5
Changhua,201206,1300618,1210.6
Changhua,201207,1300223,1210.2
Changhua,201208,1299734,1209.7
Changhua,201209,1299446,1209.5
Changhua,201210,1299606,1209.6
Changhua,201211,1299692,1209.7
Changhua,201212,1299868,1209.9
Changhua,201301,1299724,1209.7
Changhua,201302,1299549,1209.6
Changhua,201303,1299274,1209.3
Changhua,201304,1298913,1209.0
Changhua,201305,1298286,1208.4
Changhua,201306,1297968,1208.1
Changhua,201307,1297666,1207.8
Changhua,201308,1297167,1207.3
Changhua,201309,1296660,1206.9
Changhua,201310,1296420,1206.7
Changhua,201311,1296160,1206.4
Changhua,201312,1296013,1206.3
Changhua,201401,1295658,1205.9
Changhua,201402,1295375,1205.7
Changhua,201403,1294911,1205.2
Changhua,201404,1294433,1204.8
Changhua,201405,1293997,1204.4
Changhua,201406,1293530,1204.0
Changhua,201407,1293129,1203.6
Changhua,201408,1292599,1203.1
Changhua,201409,1292126,1202.7
Changhua,201410,1292098,1202.6
Changhua,201411,1292226,1202.7
Changhua,201412,1291474,1202.0
Changhua,201501,1291312,1201.9
Changhua,201502,1291053,1201.7
Changhua,201503,1290495,1201.1
Changhua,201504,1289792,1200.5
Changhua,201505,1289506,1200.2
Changhua,201506,1289274,1200.0
Changhua,201507,1288930,1199.7
Changhua,201508,1288529,1199.3
Changhua,201509,1288295,1199.1
Changhua,201510,1288346,1199.1
Changhua,201511,1288696,1199.5
Changhua,201512,1289072,1199.8
Changhua,201601,1289295,1200.0
Changhua,201602,1289209,1199.9
Changhua,201603,1288945,1199.7
Changhua,201604,1288923,1199.7
Changhua,201605,1288776,1199.5
Changhua,201606,1288803,1199.6
Changhua,201607,1288970,1199.7
Changhua,201608,1288345,1199.1
Changhua,201609,1287665,1198.5
Changhua,201610,1287450,1198.3
Changhua,201611,1287165,1198.0
Changhua,201612,1287146,1198.0
Changhua,201701,1286842,1197.7
Changhua,201702,1286346,1197.3
Changhua,201703,1285885,1196.8
Changhua,201704,1285450,1196.4
Changhua,201705,1284785,1195.8
Changhua,201706,1284423,1195.5
Changhua,201707,1284045,1195.1
Changhua,201708,1283426,1194.6
Changhua,201709,1282991,1194.2
Changhua,201710,1282934,1194.1
Changhua,201711,1282669,1193.9
Changhua,201712,1282458,1193.7
Changhua,201801,1281940,1193.2
Changhua,201802,1281304,1192.6
Changhua,201803,1280528,1191.9
Changhua,201804,1280038,1191.4
Changhua,201805,1279460,1190.9
Changhua,201806,1279276,1190.7
Changhua,201807,1278945,1190.4
Changhua,201808,1278568,1190.0
Changhua,201809,1278311,1189.8
Changhua,201810,1278437,1189.9
Changhua,201811,1278371,1189.9
Changhua,201812,1277824,1189.3
Changhua,201901,1277176,1188.7
Changhua,201902,1276766,1188.4
Changhua,201903,1276289,1187.9
Changhua,201904,1275669,1187.3
Changhua,201905,1275111,1186.8
Nantou,201001,530875,129.3
Nantou,201002,530705,129.2
Nantou,201003,530198,129.1
Nantou,201004,529767,129.0
Nantou,201005,529321,128.9
Nantou,201006,528283,128.6
Nantou,201007,527940,128.6
Nantou,201008,527774,128.5
Nantou,201009,527299,128.4
Nantou,201010,526911,128.3
Nantou,201011,526732,128.3
Nantou,201012,526491,128.2
Nantou,201101,526179,128.1
Nantou,201102,525940,128.1
Nantou,201103,525553,128.0
Nantou,201104,525286,127.9
Nantou,201105,524845,127.8
Nantou,201106,524426,127.7
Nantou,201107,524126,127.6
Nantou,201108,523805,127.6
Nantou,201109,523491,127.5
Nantou,201110,523176,127.4
Nantou,201111,522963,127.4
Nantou,201112,522807,127.3
Nantou,201201,522562,127.3
Nantou,201202,522201,127.2
Nantou,201203,521902,127.1
Nantou,201204,521804,127.1
Nantou,201205,521452,127.0
Nantou,201206,521218,126.9
Nantou,201207,520992,126.9
Nantou,201208,520640,126.8
Nantou,201209,520374,126.7
Nantou,201210,520289,126.7
Nantou,201211,520278,126.7
Nantou,201212,520196,126.7
Nantou,201301,520043,126.6
Nantou,201302,519921,126.6
Nantou,201303,519733,126.6
Nantou,201304,519426,126.5
Nantou,201305,519055,126.4
Nantou,201306,518738,126.3
Nantou,201307,518531,126.3
Nantou,201308,518312,126.2
Nantou,201309,517984,126.1
Nantou,201310,517701,126.1
Nantou,201311,517460,126.0
Nantou,201312,517222,126.0
Nantou,201401,517037,125.9
Nantou,201402,516731,125.8
Nantou,201403,516315,125.7
Nantou,201404,516207,125.7
Nantou,201405,515996,125.7
Nantou,201406,515784,125.6
Nantou,201407,515564,125.6
Nantou,201408,515345,125.5
Nantou,201409,515081,125.4
Nantou,201410,514894,125.4
Nantou,201411,514836,125.4
Nantou,201412,514315,125.2
Nantou,201501,513970,125.2
Nantou,201502,513696,125.1
Nantou,201503,513092,124.9
Nantou,201504,512460,124.8
Nantou,201505,511940,124.7
Nantou,201506,511518,124.6
Nantou,201507,511060,124.5
Nantou,201508,510632,124.3
Nantou,201509,510094,124.2
Nantou,201510,509911,124.2
Nantou,201511,509738,124.1
Nantou,201512,509490,124.1
Nantou,201601,509162,124.0
Nantou,201602,508586,123.9
Nantou,201603,508146,123.7
Nantou,201604,507852,123.7
Nantou,201605,507421,123.6
Nantou,201606,507210,123.5
Nantou,201607,506966,123.5
Nantou,201608,506530,123.4
Nantou,201609,506052,123.2
Nantou,201610,505660,123.1
Nantou,201611,505371,123.1
Nantou,201612,505163,123.0
Nantou,201701,504838,122.9
Nantou,201702,504561,122.9
Nantou,201703,504098,122.8
Nantou,201704,503862,122.7
Nantou,201705,503575,122.6
Nantou,201706,503261,122.6
Nantou,201707,502932,122.5
Nantou,201708,502482,122.4
Nantou,201709,502095,122.3
Nantou,201710,501757,122.2
Nantou,201711,501474,122.1
Nantou,201712,501051,122.0
Nantou,201801,500686,121.9
Nantou,201802,500449,121.9
Nantou,201803,500103,121.8
Nantou,201804,499879,121.7
Nantou,201805,499531,121.6
Nantou,201806,499194,121.6
Nantou,201807,498851,121.5
Nantou,201808,498425,121.4
Nantou,201809,498117,121.3
Nantou,201810,497876,121.2
Nantou,201811,497486,121.1
Nantou,201812,497031,121.0
Nantou,201901,496606,120.9
Nantou,201902,496435,120.9
Nantou,201903,496167,120.8
Nantou,201904,495891,120.8
Nantou,201905,495546,120.7
Yunlin,201001,722688,559.9
Yunlin,201002,722615,559.8
Yunlin,201003,721784,559.2
Yunlin,201004,721121,558.6
Yunlin,201005,720469,558.1
Yunlin,201006,718671,556.7
Yunlin,201007,718231,556.4
Yunlin,201008,718196,556.4
Yunlin,201009,718054,556.3
Yunlin,201010,717915,556.2
Yunlin,201011,717763,556.0
Yunlin,201012,717653,556.0
Yunlin,201101,717131,555.6
Yunlin,201102,716827,555.3
Yunlin,201103,716457,555.0
Yunlin,201104,716101,554.8
Yunlin,201105,715770,554.5
Yunlin,201106,715288,554.1
Yunlin,201107,714876,553.8
Yunlin,201108,714539,553.5
Yunlin,201109,714245,553.3
Yunlin,201110,714078,553.2
Yunlin,201111,713756,552.9
Yunlin,201112,713556,552.8
Yunlin,201201,713295,552.6
Yunlin,201202,712989,552.3
Yunlin,201203,712747,552.2
Yunlin,201204,712529,552.0
Yunlin,201205,712102,551.7
Yunlin,201206,711887,551.5
Yunlin,201207,711538,551.2
Yunlin,201208,711394,551.1
Yunlin,201209,711041,550.8
Yunlin,201210,711183,550.9
Yunlin,201211,711000,550.8
Yunlin,201212,710991,550.8
Yunlin,201301,710829,550.7
Yunlin,201302,710574,550.5
Yunlin,201303,710269,550.2
Yunlin,201304,709814,549.9
Yunlin,201305,709698,549.8
Yunlin,201306,709491,549.6
Yunlin,201307,709202,549.4
Yunlin,201308,708864,549.1
Yunlin,201309,708574,548.9
Yunlin,201310,708373,548.8
Yunlin,201311,708044,548.5
Yunlin,201312,707792,548.3
Yunlin,201401,707389,548.0
Yunlin,201402,707188,547.9
Yunlin,201403,706958,547.7
Yunlin,201404,707151,547.8
Yunlin,201405,707199,547.9
Yunlin,201406,707282,547.9
Yunlin,201407,707199,547.9
Yunlin,201408,706941,547.7
Yunlin,201409,706688,547.5
Yunlin,201410,706634,547.4
Yunlin,201411,706174,547.1
Yunlin,201412,705356,546.4
Yunlin,201501,704784,546.0
Yunlin,201502,704241,545.6
Yunlin,201503,703407,544.9
Yunlin,201504,702881,544.5
Yunlin,201505,702304,544.1
Yunlin,201506,701898,543.8
Yunlin,201507,701280,543.3
Yunlin,201508,700846,542.9
Yunlin,201509,700437,542.6
Yunlin,201510,700127,542.4
Yunlin,201511,699793,542.1
Yunlin,201512,699633,542.0
Yunlin,201601,699236,541.7
Yunlin,201602,698753,541.3
Yunlin,201603,698187,540.9
Yunlin,201604,697752,540.5
Yunlin,201605,697318,540.2
Yunlin,201606,697105,540.0
Yunlin,201607,696691,539.7
Yunlin,201608,696315,539.4
Yunlin,201609,695925,539.1
Yunlin,201610,695628,538.9
Yunlin,201611,695195,538.6
Yunlin,201612,694873,538.3
Yunlin,201701,694519,538.0
Yunlin,201702,693987,537.6
Yunlin,201703,693525,537.3
Yunlin,201704,693209,537.0
Yunlin,201705,692818,536.7
Yunlin,201706,692570,536.5
Yunlin,201707,692074,536.1
Yunlin,201708,691673,535.8
Yunlin,201709,691348,535.6
Yunlin,201710,691021,535.3
Yunlin,201711,690662,535.0
Yunlin,201712,690373,534.8
Yunlin,201801,689861,534.4
Yunlin,201802,689463,534.1
Yunlin,201803,689098,533.8
Yunlin,201804,689003,533.8
Yunlin,201805,688781,533.6
Yunlin,201806,688717,533.5
Yunlin,201807,688559,533.4
Yunlin,201808,688081,533.0
Yunlin,201809,687646,532.7
Yunlin,201810,687195,532.4
Yunlin,201811,686674,532.0
Yunlin,201812,686022,531.5
Yunlin,201901,685354,530.9
Yunlin,201902,684759,530.5
Yunlin,201903,684241,530.1
Yunlin,201904,683898,529.8
Yunlin,201905,683589,529.6
Chiayi county,201001,547709,288.0
Chiayi county,201002,547628,288.0
Chiayi county,201003,546901,287.6
Chiayi county,201004,546386,287.3
Chiayi county,201005,545878,287.1
Chiayi county,201006,544782,286.5
Chiayi county,201007,544374,286.3
Chiayi county,201008,544236,286.2
Chiayi county,201009,543853,286.0
Chiayi county,201010,543738,285.9
Chiayi county,201011,543552,285.8
Chiayi county,201012,543248,285.7
Chiayi county,201101,542832,285.5
Chiayi county,201102,542288,285.2
Chiayi county,201103,541637,284.8
Chiayi county,201104,541148,284.6
Chiayi county,201105,540664,284.3
Chiayi county,201106,540059,284.0
Chiayi county,201107,539667,283.8
Chiayi county,201108,539162,283.5
Chiayi county,201109,538779,283.3
Chiayi county,201110,538436,283.1
Chiayi county,201111,538209,283.0
Chiayi county,201112,537942,282.9
Chiayi county,201201,537628,282.7
Chiayi county,201202,537072,282.4
Chiayi county,201203,536373,282.1
Chiayi county,201204,535845,281.8
Chiayi county,201205,535353,281.5
Chiayi county,201206,535045,281.4
Chiayi county,201207,534686,281.2
Chiayi county,201208,534387,281.0
Chiayi county,201209,534178,280.9
Chiayi county,201210,533985,280.8
Chiayi county,201211,533933,280.8
Chiayi county,201212,533723,280.7
Chiayi county,201301,533404,280.5
Chiayi county,201302,533106,280.3
Chiayi county,201303,532541,280.0
Chiayi county,201304,531949,279.7
Chiayi county,201305,531492,279.5
Chiayi county,201306,531026,279.2
Chiayi county,201307,530718,279.1
Chiayi county,201308,530365,278.9
Chiayi county,201309,530004,278.7
Chiayi county,201310,529750,278.6
Chiayi county,201311,529568,278.5
Chiayi county,201312,529229,278.3
Chiayi county,201401,528825,278.1
Chiayi county,201402,528148,277.7
Chiayi county,201403,527721,277.5
Chiayi county,201404,527470,277.4
Chiayi county,201405,527196,277.2
Chiayi county,201406,526936,277.1
Chiayi county,201407,526735,277.0
Chiayi county,201408,526469,276.8
Chiayi county,201409,526028,276.6
Chiayi county,201410,525775,276.5
Chiayi county,201411,525579,276.4
Chiayi county,201412,524783,276.0
Chiayi county,201501,524276,275.7
Chiayi county,201502,523835,275.5
Chiayi county,201503,523162,275.1
Chiayi county,201504,522587,274.8
Chiayi county,201505,522065,274.5
Chiayi county,201506,521591,274.3
Chiayi county,201507,521186,274.1
Chiayi county,201508,520910,273.9
Chiayi county,201509,520670,273.8
Chiayi county,201510,520424,273.7
Chiayi county,201511,520119,273.5
Chiayi county,201512,519839,273.4
Chiayi county,201601,519482,273.2
Chiayi county,201602,519045,272.9
Chiayi county,201603,518507,272.7
Chiayi county,201604,518026,272.4
Chiayi county,201605,517698,272.2
Chiayi county,201606,517339,272.0
Chiayi county,201607,517224,272.0
Chiayi county,201608,516915,271.8
Chiayi county,201609,516531,271.6
Chiayi county,201610,516218,271.5
Chiayi county,201611,515835,271.3
Chiayi county,201612,515320,271.0
Chiayi county,201701,515012,270.8
Chiayi county,201702,514717,270.7
Chiayi county,201703,514134,270.4
Chiayi county,201704,513772,270.2
Chiayi county,201705,513393,270.0
Chiayi county,201706,513082,269.8
Chiayi county,201707,512792,269.7
Chiayi county,201708,512548,269.5
Chiayi county,201709,512064,269.3
Chiayi county,201710,511797,269.1
Chiayi county,201711,511520,269.0
Chiayi county,201712,511182,268.8
Chiayi county,201801,510806,268.6
Chiayi county,201802,510498,268.4
Chiayi county,201803,510018,268.2
Chiayi county,201804,509677,268.0
Chiayi county,201805,509360,267.8
Chiayi county,201806,509161,267.7
Chiayi county,201807,508729,267.5
Chiayi county,201808,508372,267.3
Chiayi county,201809,508038,267.2
Chiayi county,201810,507780,267.0
Chiayi county,201811,507462,266.9
Chiayi county,201812,507068,266.6
Chiayi county,201901,506559,266.4
Chiayi county,201902,506206,266.2
Chiayi county,201903,505785,266.0
Chiayi county,201904,505408,265.8
Chiayi county,201905,505035,265.6
Pingtung,201001,882339,317.9
Pingtung,201002,882191,317.8
Pingtung,201003,881385,317.5
Pingtung,201004,880550,317.2
Pingtung,201005,879746,317.0
Pingtung,201006,878062,316.4
Pingtung,201007,877109,316.0
Pingtung,201008,876181,315.7
Pingtung,201009,875379,315.4
Pingtung,201010,874696,315.1
Pingtung,201011,874081,314.9
Pingtung,201012,873509,314.7
Pingtung,201101,872893,314.5
Pingtung,201102,872262,314.3
Pingtung,201103,871462,314.0
Pingtung,201104,870567,313.6
Pingtung,201105,869617,313.3
Pingtung,201106,868827,313.0
Pingtung,201107,868138,312.8
Pingtung,201108,867113,312.4
Pingtung,201109,866145,312.1
Pingtung,201110,865515,311.8
Pingtung,201111,864979,311.6
Pingtung,201112,864529,311.5
Pingtung,201201,864081,311.3
Pingtung,201202,863540,311.1
Pingtung,201203,862946,310.9
Pingtung,201204,862363,310.7
Pingtung,201205,861928,310.5
Pingtung,201206,861373,310.3
Pingtung,201207,860759,310.1
Pingtung,201208,860044,309.9
Pingtung,201209,859423,309.6
Pingtung,201210,859066,309.5
Pingtung,201211,858739,309.4
Pingtung,201212,858441,309.3
Pingtung,201301,857939,309.1
Pingtung,201302,857569,309.0
Pingtung,201303,857017,308.8
Pingtung,201304,856522,308.6
Pingtung,201305,855733,308.3
Pingtung,201306,855345,308.2
Pingtung,201307,854789,308.0
Pingtung,201308,854226,307.8
Pingtung,201309,853607,307.5
Pingtung,201310,853130,307.4
Pingtung,201311,852837,307.3
Pingtung,201312,852286,307.1
Pingtung,201401,851774,306.9
Pingtung,201402,851432,306.8
Pingtung,201403,851127,306.6
Pingtung,201404,850931,306.6
Pingtung,201405,850693,306.5
Pingtung,201406,850527,306.4
Pingtung,201407,850166,306.3
Pingtung,201408,849794,306.2
Pingtung,201409,849326,306.0
Pingtung,201410,849113,305.9
Pingtung,201411,848804,305.8
Pingtung,201412,847917,305.5
Pingtung,201501,847155,305.2
Pingtung,201502,846650,305.0
Pingtung,201503,845779,304.7
Pingtung,201504,845079,304.5
Pingtung,201505,844445,304.2
Pingtung,201506,843981,304.1
Pingtung,201507,843522,303.9
Pingtung,201508,842976,303.7
Pingtung,201509,842425,303.5
Pingtung,201510,842097,303.4
Pingtung,201511,841669,303.2
Pingtung,201512,841253,303.1
Pingtung,201601,840931,303.0
Pingtung,201602,840408,302.8
Pingtung,201603,839760,302.6
Pingtung,201604,839339,302.4
Pingtung,201605,839001,302.3
Pingtung,201606,838584,302.1
Pingtung,201607,838166,302.0
Pingtung,201608,837700,301.8
Pingtung,201609,837048,301.6
Pingtung,201610,836699,301.4
Pingtung,201611,836243,301.3
Pingtung,201612,835792,301.1
Pingtung,201701,835409,301.0
Pingtung,201702,834807,300.8
Pingtung,201703,834191,300.5
Pingtung,201704,833602,300.3
Pingtung,201705,832994,300.1
Pingtung,201706,832489,299.9
Pingtung,201707,832127,299.8
Pingtung,201708,831629,299.6
Pingtung,201709,831073,299.4
Pingtung,201710,830697,299.3
Pingtung,201711,830303,299.1
Pingtung,201712,829939,299.0
Pingtung,201801,829475,298.8
Pingtung,201802,829094,298.7
Pingtung,201803,828654,298.5
Pingtung,201804,828524,298.5
Pingtung,201805,828463,298.5
Pingtung,201806,828275,298.4
Pingtung,201807,828083,298.3
Pingtung,201808,827599,298.2
Pingtung,201809,827051,298.0
Pingtung,201810,826779,297.9
Pingtung,201811,826323,297.7
Pingtung,201812,825406,297.4
Pingtung,201901,824587,297.1
Pingtung,201902,823952,296.9
Pingtung,201903,823256,296.6
Pingtung,201904,822709,296.4
Pingtung,201905,822270,296.2
Taitung,201001,232821,66.2
Taitung,201002,232913,66.3
Taitung,201003,232688,66.2
Taitung,201004,232491,66.1
Taitung,201005,232226,66.1
Taitung,201006,231737,65.9
Taitung,201007,231421,65.8
Taitung,201008,231140,65.8
Taitung,201009,230941,65.7
Taitung,201010,230832,65.7
Taitung,201011,230729,65.6
Taitung,201012,230673,65.6
Taitung,201101,230513,65.6
Taitung,201102,230314,65.5
Taitung,201103,230140,65.5
Taitung,201104,229949,65.4
Taitung,201105,229703,65.3
Taitung,201106,229420,65.3
Taitung,201107,229199,65.2
Taitung,201108,228890,65.1
Taitung,201109,228631,65.0
Taitung,201110,228454,65.0
Taitung,201111,228430,65.0
Taitung,201112,228290,64.9
Taitung,201201,228118,64.9
Taitung,201202,227934,64.8
Taitung,201203,227772,64.8
Taitung,201204,227578,64.7
Taitung,201205,227400,64.7
Taitung,201206,227194,64.6
Taitung,201207,227014,64.6
Taitung,201208,226778,64.5
Taitung,201209,226621,64.5
Taitung,201210,226513,64.4
Taitung,201211,226383,64.4
Taitung,201212,226252,64.4
Taitung,201301,226093,64.3
Taitung,201302,226047,64.3
Taitung,201303,225898,64.3
Taitung,201304,225834,64.2
Taitung,201305,225558,64.2
Taitung,201306,225407,64.1
Taitung,201307,225270,64.1
Taitung,201308,225137,64.0
Taitung,201309,224989,64.0
Taitung,201310,224936,64.0
Taitung,201311,224875,64.0
Taitung,201312,224821,64.0
Taitung,201401,224738,63.9
Taitung,201402,224753,63.9
Taitung,201403,224675,63.9
Taitung,201404,224803,64.0
Taitung,201405,224905,64.0
Taitung,201406,225041,64.0
Taitung,201407,225170,64.1
Taitung,201408,225061,64.0
Taitung,201409,224931,64.0
Taitung,201410,224807,64.0
Taitung,201411,224719,63.9
Taitung,201412,224470,63.9
Taitung,201501,224218,63.8
Taitung,201502,224092,63.7
Taitung,201503,223831,63.7
Taitung,201504,223559,63.6
Taitung,201505,223326,63.5
Taitung,201506,223189,63.5
Taitung,201507,223025,63.4
Taitung,201508,222967,63.4
Taitung,201509,222910,63.4
Taitung,201510,222708,63.4
Taitung,201511,222645,63.3
Taitung,201512,222452,63.3
Taitung,201601,222244,63.2
Taitung,201602,222118,63.2
Taitung,201603,221974,63.1
Taitung,201604,221817,63.1
Taitung,201605,221633,63.0
Taitung,201606,221504,63.0
Taitung,201607,221408,63.0
Taitung,201608,221324,63.0
Taitung,201609,221199,62.9
Taitung,201610,221098,62.9
Taitung,201611,220942,62.9
Taitung,201612,220802,62.8
